Date,ABEV3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPHA3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,BRSR6.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CYRE3.SA,DASA3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,EQTL3.SA,EVEN3.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN4.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MILS3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MYPK3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,OSXB3.SA,PDGR3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PRIO3.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAPT4.SA,RENT3.SA,RSID3.SA,SANB11.SA,SBSP3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2013-03-28,0.0,0.011119391842711046,0.0,0.0,0.0,0.0,0.011582944496562275,-0.004192872117400381,0.0,0.0,0.0,-0.02183406113537123,0.0,0.022507347846504544,0.013671889697434159,0.009569384457063013,0.0,0.0,0.01334696673120872,0.004400435773550537,0.0,0.0,0.013994171000281552,0.0,0.11840002063772559,0.0,0.0,0.0,0.0170341523162727,0.03703707815174484,0.026717546936604997,0.0,0.0,-0.036969676162257326,0.0,0.0,0.0,0.0,0.0,-0.005858927101405675,0.018113616741588512,-0.05168537582222321,-0.01177872128637436,-0.006849309028615025,0.021546752542595637,0.0,0.034675645401312405,0.0,-0.009478672985781977,-0.006389730415945594,0.0,0.0,0.014134337061540991,0.0,0.0,0.006856749921875016,0.03622444238031264,0.011737137023289712,0.0,-0.013661208147611181,0.0,0.020964318674914884,0.0005319676716568633,0.0,-0.0036066973942747715,0.006103533057265187,0.0,0.0,0.005154650501073332,0.00038438321818046184,-0.014590381799810093,0.0056751258164686735,0.00010529857252761232
2013-04-01,0.008911132471408179,0.006598182495110239,0.024535310660653842,0.017946415641256763,0.013501364063540633,0.0,0.0,0.027368421052631486,-0.029489617454967698,0.027421879116706904,-0.009454553777521357,0.022321428571428603,0.02704264921738897,0.003812041353030482,-0.013102124955366556,-0.0009479061820542034,0.030592129881756636,-0.021437799634536514,-0.011752732244462605,0.05257388129460305,0.050755298568647245,0.003490431030026775,-0.00862560643763366,0.008680547051967524,-0.008583601949074038,0.17108873132176994,-0.02253518977635338,-0.018575845442525885,-0.01970456382744179,-0.018367377721681843,-0.022304824326240924,-0.004554309519487321,-0.0036139183861605417,-0.010698557118998586,0.0038760190562114882,-0.0016925683873925124,-0.0021596367701667285,0.030880161780098003,-0.01318563957148644,-0.003009401662672384,-0.027914048547758696,-0.016587755818197714,-0.0047675202461755495,-0.025862070666482273,0.022598894838916417,0.00732222373231739,0.016216259128081667,0.018092105263157965,0.004784688995215225,-0.016077111058818483,-0.020710082211242375,-0.021172605213523155,-0.00348440246991788,0.0033062412196553925,0.12968300979062097,-0.017562716050817495,0.022156611264025683,0.0287704174855139,0.03008128966185697,-0.008310216113550983,0.013289036544850585,-0.008213509081386627,-0.01329084316307394,0.0036003567136915215,-0.013030818656156518,0.0005871178073308947,0.057620805982409484,-0.03216626910782672,-0.0002564108169078594,-0.012288976061223145,-0.02277902175433233,-0.007985519591141355,0.0001054415658037211
2013-04-02,-0.007380491531942757,-0.023306505421358148,0.00036285301435490247,-0.0026011203651928883,-0.011249245760232673,0.0,-0.0038167226825803757,-0.04371584699453557,-0.01558241421887141,-0.010938517392889646,-0.0036710859878844593,-0.031877729257641874,-0.0028011845008746317,-0.00843464649711323,0.00976181155961986,-0.006641351785191096,-0.005107077586519959,-0.012834750403959205,0.0006151746336233721,-0.07908421460550774,-0.015526081649879675,-0.0026086762498400695,0.012180961613123875,0.023809507525436757,-0.03463208528895956,-0.04218749639112507,0.002881800343586649,-0.03049423866127232,-0.03015071730160257,-0.03222447709253451,-0.04942970288626469,-0.022222216986362953,-0.029533664111741742,-0.018447834410109665,-0.0173745958136432,-0.0178016436452777,-0.01154400062215899,-0.021967052016782285,-0.020978171440929394,0.038863063756663374,0.009782248681543093,-0.036144611030832,0.015568915988885879,-0.00884952436123232,-0.007366514235154775,-0.01557632349392346,-0.03510640743578697,-0.004846526655896577,-0.04523809523809519,-0.055555613464049025,-0.02356491888985157,-0.01830282369043279,0.008391698820977567,0.011084523817455505,-0.028061258003443945,-0.002918640063896527,0.011560682489023755,-0.007667938020334386,-0.018942468039005567,-0.005586631643327067,0.01967213114754096,-0.01794340532089056,0.0,-0.004484236661089436,-0.005623492289741128,0.00821434042535274,-0.042179305016134094,-0.022058823529411797,-0.004873055025268247,-0.005831983505415139,0.016316967193003684,-0.018120997459840416,0.0001054415658037211
2013-04-03,-0.02718187024325114,0.024608532142612827,-0.018861097697483564,0.028687367350659576,0.01197605182972139,0.0,-0.012260500007283404,0.0,0.0522359369885923,0.004202621080418911,0.03979366057458278,0.0058637798827243515,-0.016292079809470894,-0.0038298078642050593,-0.006187155593030513,0.017669534618973692,0.024703497811892516,0.00291422323365631,-0.004918073429673653,0.005649631062755178,0.020443835103034047,-0.005231081644908708,-0.009742125988173256,-0.003082072840115746,-0.01195804576752757,-0.013050558272844515,-0.028735632813895018,0.03253803029114777,0.019171128545331317,0.02255639405820986,0.06800004450811947,0.0,0.009076352399827625,-0.00194430888218744,0.0,0.0017261666355266048,0.027737199728550932,0.02909646537605126,0.0017742913879350564,-0.012106491571135303,0.011562466621398926,0.003750009516193087,0.024764144670553545,0.006785733590321419,0.0018553136261478809,0.0232067181162543,-0.002205069752029387,-0.02922077922077926,0.05985037406483795,-0.055363289126327375,0.027227756077490284,0.016949108707875915,-0.011789218808122337,0.0011851529695252605,0.049868782171646586,0.013538267115488,-0.023809523809523836,-0.0022729613958352157,-0.0016090259668859463,-0.005617923965708593,0.090032154340836,0.011243767966615525,0.0021552012504644225,0.018018000215478835,-0.0009835049544768548,-0.0009699609253032149,0.01926605921985236,0.06315784884574716,-0.020103136954185974,0.002737574502183593,0.005733923281535658,0.012279327369782544,0.00010529857252761232
2013-04-04,0.0062648819927066945,-0.004366808135300104,-0.022550784480880326,-0.01887320109592905,-0.01952665153825328,0.0,-0.04577191504666356,-0.02857142857142858,-0.0319669390855436,-0.009251171976061623,0.002834866252749979,-0.007174887892376636,-0.011422087968312122,-0.0029859802375608036,-0.007782130622652095,-0.0070389063752737124,-0.010958015268600518,-0.0006705072369499465,0.008854936046952089,-0.03146064550252525,0.007441389423287426,0.0017528632524219656,-0.018518595091889467,-0.03400788322502202,-0.024205903351173008,-0.016528988151582213,-0.005917182469050486,-0.016806742030515243,-0.009659367365591143,0.002100788143664989,0.0037453169331198577,-0.012032120461127005,-0.0158729758262226,-0.006493469498212501,-0.025540261122681374,-0.028431942148806844,-0.01704571806741617,0.014384880533461208,-0.023433256143175263,-0.019485318815418706,-0.01853563465923036,-0.02615187693692478,0.034522362071346624,-0.006739997761115002,-0.00777781492077223,-0.020824707660478392,0.007734857863524791,0.006688963210702337,-0.07058823529411762,-0.018315079894804187,-0.01927708960666219,-0.016111161973741295,-0.01052629378050407,-0.02397156754349028,0.11000001430511475,-0.012635392484826258,-0.03414637867997328,-0.0022778006278297847,0.0032232382077455046,0.00564966334481154,0.002949852507374562,-0.017373096375742247,0.0,0.006637151150371778,-0.0007384256152002111,-0.007961192832458552,-0.009000848864591071,-0.03281470714238699,-0.002893220585254319,-0.03081125262602158,-0.010034133278004953,-0.0164677933156957,0.00010529857252761232
2013-04-05,0.0009961594182847922,0.002193032677044293,0.005294984372942846,-0.0146425810314319,0.005129726824207426,0.0,0.025203220620042766,-0.007352941176470562,0.010100988181556803,-0.01044908842434833,0.024735009957977727,-0.010840108401083959,0.026574292663979815,0.0,0.011372584922640927,0.0037806826473054667,0.08578632208789827,-0.006933639566520822,0.001428922022888246,-0.02204171495426621,0.03011356635281026,0.01924759018101252,-0.004716944072455931,0.006109952931580898,0.003100915653526437,0.004201696835099522,0.0202381052397822,-0.0010684212121875314,0.017453637483060946,0.022012582703006878,0.0522387862529603,0.025033898478710848,0.03333327522414686,0.016339869077347524,0.0020161045888984486,-0.0002955578606950171,0.03251442930245818,-0.02933983219666847,0.02329803063921343,-0.012373450422273558,-0.0022033268434250575,0.01278771453162486,0.03670751308136255,-0.009821381222226977,-0.014557658034544785,0.021267599196383324,0.014254315334598422,-0.014950166112956853,-0.03797468354430378,0.07462692290933592,0.0024569414306918613,0.005081883525719588,0.014184321747232609,-0.00788354992096818,-0.01126130407443382,-0.006581363900006965,-0.005050428180518374,-0.0018263780345518787,0.012851431097519406,-0.002808915247051069,0.05882352941176472,-0.0021217348347102316,0.012150487592143433,0.01098901098901095,-0.007389075922098698,-0.017420157778994527,0.009082599974256755,0.01082195850961476,-0.03719332387791496,0.022132829796694953,0.00898411278796818,0.0073744693309911735,0.00010529857252761232
2013-04-08,-0.004105008977037694,-0.015317323639383873,0.01655381998948724,-0.008158577664234445,-0.01951363947701279,0.0,0.013481357531477833,-0.022222222222222254,-0.0019230697313884493,0.028982281662990994,0.01103447223531795,0.0004566210045662267,-0.012380484807866576,-0.010706831486279045,-0.001551024199586637,0.007532980836072456,-0.023906687741470978,0.0,-0.00733792575892156,-0.011862441026049497,0.012134651455429024,-0.0077252645381127305,0.013033244079165174,0.009253922892341393,-0.026275233405382514,-0.037656888405658395,0.01925320510252493,0.005347585437103897,0.016649855048342044,0.01128201606946111,0.07092196037553067,-0.0244225078954603,-0.028095683010951333,0.018649515002952644,-0.0010058728008506268,-0.0005913586029631102,0.009097540266120197,-0.0025189392236502073,0.01567816606710304,0.019615277500397266,0.0031545259215892685,-0.03661617178428378,0.0010730040048836376,-0.008836820049140437,0.011363648896055345,0.01443300542143211,0.0,-0.015177065767284947,-0.03947368421052633,0.010416652566551221,-0.01960782480441492,-0.02415721439649665,-0.007692300971205879,-0.00977998507058686,0.02733493531796083,-0.0025763597581029973,-0.0030457548714359906,0.00823413607643464,0.00951625132660272,0.0025351541025186997,-0.008333333333333304,-0.00283483061839529,-0.01041110892744368,-0.00260867243227747,-0.003722076051537626,-0.003984099557708953,0.004500467351933102,0.004050908104321849,-0.019726071166935477,0.025590588528522362,0.008904051874655927,0.0007447639461590772,0.00010529857252761232
2013-04-09,0.003622294492327871,-0.0029630661010742188,0.02109547317422189,0.022620479201417076,0.032149401690046764,0.0,-0.033646360026889366,0.012878787878787934,0.05587671573383357,-0.014410491009652193,0.03683492274717537,-0.00045641259698769865,0.019943042546157308,0.027271436548861328,0.009708737864077666,0.01214946530303429,0.009557944701398924,0.00765769236383651,-0.01232034129517956,0.016806764058224344,-0.010899223911810862,0.03373693685129853,0.0,0.04011464312940172,-0.0015872598827427753,-0.006086929984714717,0.021751636121974727,-0.002127633040585164,-0.007444026168703433,-0.001014125309907854,-0.016556230020248863,0.012855242967417357,0.011241920826653873,0.0,0.024168988831906768,0.02366861324067937,-0.0006934806453789966,0.0,-0.015301932126444262,-0.0004964977414360083,-0.006918217567065232,0.02490172398242807,-0.025723481707086715,0.021652051295185437,-0.014606728422152715,-0.009146356828482416,0.017297395994588127,0.017123287671232834,-0.049315068493150704,-0.003436462108855398,0.05312502384185791,0.04490493618947333,0.006342563019407388,-0.012345646610849803,0.0,0.0033210387941333686,-0.01782069679215803,0.041288616318004845,0.0,-0.008991316011481953,0.025210084033613356,0.010660960036384948,0.0005367604754600297,-0.014821279192348435,0.011207873409044389,0.01900006797685072,-0.00358422602149977,0.04293941876107654,0.008384591365538707,0.009596880769364047,-0.009956994660718532,0.014884193712335625,0.00010529857252761232
2013-04-10,0.003609220831587878,0.03194664042857531,0.021384565035333924,0.017523732132059155,0.02343521817046379,0.0,-0.012145757572378346,-0.012715033657442087,-0.039416030397755764,0.001329182906736337,0.03289473725487979,0.022831050228310446,0.005586613608986157,0.025704137703216556,0.017307721651517394,0.0018467979303493642,0.004437949043528011,0.016986982815289986,0.013097769149203797,-0.0035419935891018994,-0.0016528253403513826,0.004184096076558896,-0.0005848753647424987,-0.00826452034781,-0.006359360640627365,-0.005249380403737125,0.008963576694273279,-0.0010661431570498925,0.0,0.011167477402760584,0.0269360162329062,-0.004676081332269377,-0.008470082190674244,0.032828311411267075,0.014749330852527276,0.015028845771620558,0.008327542734257287,0.020202105248977364,0.006679338970769333,-0.006581383333959745,0.03894874770603285,-0.01790277581454791,0.07590760370878624,0.00445239405221054,-0.00038008894612517885,0.01087176983173066,0.0053135469863125895,-0.006734006734006703,0.19308357348703176,0.0034483121027359953,0.0089020543106475,0.014876058591649421,-0.006302588454946467,0.012499966783405148,0.006651825154924573,0.011401230594096035,0.004147222390314065,-0.015250712020777657,0.010997652942848601,-0.011908089853400194,0.002732240437158362,0.020393902611450132,0.009656689513920735,-0.0022124399807611494,0.004926144982614344,0.014131416805414299,0.007194237817389482,-0.032881974906479816,0.004157437270131403,-0.009125464193874833,0.01828576264050641,0.004918443267992512,0.00010529857252761232
2013-04-11,-0.017981146877582455,-0.020158573583386907,0.004968040742807434,0.008469789324302868,-0.0011594559371836954,0.0,0.0,-0.010606060606060619,-0.03001530346367609,0.03738945752008038,-0.028662408581659693,-0.023214285714285743,-0.002777735392252567,-0.023415928134375097,-0.0018904023806017856,-0.009216595860369936,0.001472850470378484,-0.02527471542656179,-0.010876329394301054,-0.029620854553247034,0.0033112286514067613,-0.020833311804610677,-0.008191917035822338,-0.008333325606805109,-0.007999942605141919,-0.024626186085262458,-0.0011105195729869122,-0.008537897479752865,0.009999767266859472,-0.0240963624697752,-0.01967212353578407,-0.0026845537993839264,0.0010678301255999667,-0.022004926462152907,0.0058138829094762645,0.0037016465531056753,-0.028217726351706274,-0.032178241374094085,-0.014217971092380655,0.018750000447034898,-0.02712591465240155,-0.027343816588758618,-0.03271984780707815,-0.0069148492575644704,-0.022053245970167334,-0.012581147468397114,-0.008456762071797463,-0.04406779661016946,0.048309178743961345,-0.030927854512346253,-0.02294114056755514,-0.02334420756757649,0.0035236912765814754,0.0033950200114691853,-0.008810564358837869,-0.009454553777521357,-0.0020650962206631984,-0.0181415568504093,0.0038849461684327125,-0.023529444341322647,-0.0027247956403270157,0.0034458011482534356,-0.024442074683704962,0.01374728974631334,0.0014706272819426935,-0.004064166478514486,-0.020535673763678264,-0.024571446010044684,-0.011868643699381787,0.02379121146894181,-0.0011223815218638356,-0.013989001014469538,0.00010529857252761232
2013-04-12,-0.011238831400005034,-0.030124726747037367,0.0010593462912709128,-0.005599102993442462,-0.0075450001330805705,0.0,0.02049181794021626,0.0053598774885146305,0.018409759481949894,-0.015355166915767438,-0.0019671956046682926,-0.02468007312614262,-0.005571051655674175,-0.010938662894875106,0.0,-0.009302331692135457,0.002941088173164186,-0.017361861837157933,-0.004149341790988137,-0.001220912786304651,-0.0016502027580805878,0.0051064262987976505,-0.005899601501754059,0.004481801883506886,-0.019354791057474396,-0.008115432944055367,-0.023902185138774734,-0.005382123326547972,-0.005445566784205158,0.02057611149904548,-0.016722457811564673,-0.023553075242238375,-0.018666687011718697,-0.0012500286102294922,-0.01734083116647367,-0.018439713067356478,-0.025495548397048706,-0.017391311326704018,-0.01854396049203233,0.009202454203095511,-0.010025053072035384,-0.013386871575177706,-0.022198725640007688,-0.020710618639893874,-0.01477447554321043,-0.002260596191872244,0.01385931857241296,-0.04078014184397161,-0.027649769585253448,-0.042553198174136164,-0.012040984683336475,-0.0016676312966757978,-0.016853977706799417,0.0058444486339412904,0.011111153496636383,-0.02679880867731599,-0.03052251189428734,-0.00856222646270488,-0.0038699117695315532,-0.0052894293649037305,-0.02732240437158473,-0.007554894167350112,0.0076252182153289105,0.0,-0.005384264406047334,-0.0005830104464820129,0.0009115109356536699,0.012888179533467214,-0.0013965916709818282,-0.01724124807718419,-0.014606776175483449,-0.007905994476633982,0.00010529857252761232
